Date and Time Downloaded : 03/15/2020 12:18:17 pm"Health Facility Code","Health Facility Code Short","Facility Name","Old Health Facility Names","Old Health Facility Name 2","Old Health Facility Name 3","Health Facility Type","Ownership Major Classification","Ownership Sub-Classification for Government facilities","Ownership Sub-Classification for private facilities","Street Name and #           ","Building name and #","Region Name","Region PSGC","Province Name","Province PSGC","City/Municipality Name","City/Municipality PSGC","Barangay Name","Barangay PSGC","Zip Code","Landline Number","Landline Number 2","Fax Number","Email Address","Alternate Email Address","Official Website","Facility Head: Last Name","Facility Head: First Name","Facility Head: Middle Name","Facility Head: Position","Hospital Licensing Status","Service Capability","Bed Capacity"
"DOH000000000005470","5470","SDS MEDICAL CENTER","SDS MEDICAL CENTER, INC.","","","Hospital","Private","","","KATIPUNAN COR. PIO DEL PILAR","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MARIKINA","137402000","CONCEPCION DOS","137402012","","+63 029331405","","+63 029337078","","","","SERRANO","AMPARO","S.","Medical Director","With License","Level 1","22"
"DOH000000000005472","5472","SOCCORRO HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","15TH AVENUE"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","SOCORRO","137404115"," "," "," "," "," "," "," ","WONG","MARIZEL","B.","Rural Health Physician","","",""
"DOH000000000005484","5484","OUR LADY OF GRACE HOSPITAL INC.","","","","Hospital","Private","","","8TH AVENUE, CORNER F. ROXAS STREET GRACE PARK","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY  61","137501061","","+63 023611124","","+63 023611138","","","","ONG","BENIGNO","L.","Chief of Hospital","With License","Level 1","28"
"DOH000000000005521","5521","BERNARDINO GENERAL HOSPITAL I","BERNARDINO GENERAL HOSPITAL CORPORATION I","","","Hospital","Private","","","680 QUIRINO HIGHWAY","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","SAN BARTOLOME","137404097","1116","+63 029379183","+63 024186684","+63 029398050","","","","LIM","YOLANDA","B.","Medical Director","With License","Level 2","80"
"DOH000000000005559","5559","MARCELO GREEN HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","MARCELO GREEN AVENUE"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF PARA?AQUE","137604000","MARCELO GREEN VILLAGE","137604009"," ","+63 028241998"," "," ","marceloghc@gmail.com"," "," ","MANTAL","MARY JOYCE"," ","Rural Health Physician","","",""
"DOH000000000005582","5582","SAN ISIDRO HEALTH CENTER","SAN ISIDRO PUERICULTURE CENTER"," "," ","Rural Health Unit","Government","Local Government Unit"," ","FORD CORNER MARCONI STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF MAKATI","137602000","SAN ISIDRO","137602024"," ","+63 028876305"," "," "," "," "," ","SANTILLAN","YOLANDA","O.","Rural Health Physician","","",""
"DOH000000000005601","5601","BAGUMBAYAN HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","MANUEL L. QUEZON STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","TAGUIG CITY","137607000","BAGUMBAYAN","137607002"," "," "," "," "," "," "," ","OSANO","NOREEN","ROBLES","Rural Health Physician","","",""
"DOH000000000005625","5625","E. RODRIGUEZ HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","150 PAJO STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","QUIRINO  2-B","137404086"," ","+63 029212748"," "," "," "," "," ","BUENAVENTURA","MELBA","A.","Rural Health Physician","","",""
"DOH000000000005683","5683","U.E.R.M. MEMORIAL HOSPITAL","UNIVERSITY OF THE EAST RAMON MAGSAYSAY MEMORIAL MEDICAL CENTER INC.","","","Hospital","Private","","","AURORA BOULEVARD, DONA IMELDA","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","DOÑA IMELDA","137404031","","+63 027161853","","+63 027161853","","","uerm.edu.ph","UY","NORBERT LINGLING","D.","Medical Director","With License","Level 3","307"
"DOH000000000005687","5687","SEAMEN'S HOSPITAL","","","","Hospital","Private","","","CABILDO STREET CORNER SAN JOSE STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","INTRAMUROS","133909000","BARANGAY 657","133909004","1000","+63 025278116","+63 025271120","+63 025273554","amosupsh@info.com.ph","","","PILE","GEORGE","C.","Medical Director","With License","Level 3","100"
"DOH000000000005688","5688","MANDALUYONG CITY MEDICAL CENTER","MANDALUYONG MEDICAL CENTER","","","Hospital","Government","Local Government Unit","","605 BONI AVENUE","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MANDALUYONG","137401000","PLAINVIEW","137401022","","","","","","","","CARPESO","ZALDY","R.","Chief of Hospital","With License","Level 2","150"
"DOH000000000005700","5700","CIELITO HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","CIELITO HOMES SUBDIVISION"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY 177","137501177"," ","+63 029616962"," ","+63 029616962"," "," "," ","MARASIGAN","JULIUS"," ","Rural Health Physician","","",""
"DOH000000000005710","5710","LAS PIÑAS CITY MEDICAL CENTER","","","","Hospital","Private","","","1314 MARCOS ALVAREZ AVENUE","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF LAS PI?AS","137601000","TALON SINGKO","137601020","","+63 028005695","","","lpcmc01@yahoo.com","","","ALCALA","ANGELO","L.","Medical Director","With License","Level 2","66"
"DOH000000000005738","5738","MCU-FDT MEDICAL FOUNDATION HOSPITAL","","","","Hospital","Private","","","SAMSON ROAD, EDSA","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY  81","137501081","","+63 023672031","","+63 023614664","","","","MALABANAN","CRISOSTOMO","T.","Medical Director","With License","Level 3","215"
"DOH000000000005754","5754","BETTY GO BELMONTE SUPER HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","ARTILLERY ROAD"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","HOLY SPIRIT","137404140"," "," "," "," ","lani_buendia@yahoo.com.ph"," "," ","BUENDIA","LANI","C.","Rural Health Physician","","",""
"DOH000000000005830","5830","OSPITAL NG MAKATI","","","","Hospital","Government","Local Government Unit","","SAMPAGUITA STREET CORNER GUMAMELA STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF MAKATI","137602000","PEMBO","137602016","","+63 028826316","","","","","","DE OCAMPO","VICTORIA","I.","Chief of Hospital","With License","Level 3","300"
"DOH000000000005831","5831","PALOMAR HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","1103 CLARO M. RECTO CORNER JOSE ABAD SANTOS STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","TONDO I / II","133901000","BARANGAY 259","133901260"," ","+63 022549148"," "," "," "," "," ","SAMPILO","FELITO","CUA","Rural Health Physician","","",""
"DOH000000000005884","5884","SAN VICENTE HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","26 MAAYUSIN EXTENSION"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","SAN VICENTE","137404103"," "," "," "," ","sanvicentehc@yahoo.com"," "," "," "," "," "," ","","",""
"DOH000000000005915","5915","MAUWAY HEALTH CENTER AND LYING IN CLINIC","","","","Rural Health Unit","Government","Local Government Unit","","9 DE PEBRERO STREET CORNER BARANGKA DRIVE","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MANDALUYONG","137401000","MAUWAY","137401017","1550","","","","","","","EUGENIO","KYM","YABUT","Medical Officer","","",""
"DOH000000000006013","6013","FATIMA UNIVERSITY MEDICAL CENTER, CORP.","","","","Hospital","Private","","","120 MC ARTHUR HIGHWAY","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","HEN. T. DE LEON","137504011","","","+63 022916538","+63 022932705","","","","SANTOS","YVONNE","O.","Chief of Hospital","With License","Level 3","150"
"DOH000000000006028","6028","LUNG CENTER OF THE PHILIPPINES","","","","Hospital","Government","Department Of Health","","QUEZON AVENUE EXTENSION","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","CENTRAL","137404020","","+63 029275643","+63 029271339","+63 024554281","","","","DANGUILAN","JOSE LUIS","J.","Medical Director","With License","Level 3","210"
"DOH000000000006030","6030","MARIA LOURDES MATERNITY HOSPITAL INC.","MARIA LOURDES MATERNITY HOSPITAL","","","Hospital","Private","","","1076 CHINO ROCES AVENUE CORNER SOLCHUAGA","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF MAKATI","137602000","TEJEROS","137602029","1204","+63 028953846","+63 028953847","+63 028968969","MSSANTOSMD2003@YAHOO.COM","","","SANTOS","ELMER","REYES","Medical Director","With License","Level 1","20"
"DOH000000000006034","6034","ADVENTIST MEDICAL CENTER, INC.","MANILA SANITARIUM HOSPITAL","MANILA ADVENTIST MEDICAL CENTER AND COLLEGES, INC.","","Hospital","Private","","","1975 DONADA STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","PASAY CITY","137605000","BARANGAY  35","137605035","1300","+63 025259191","","+63 025243256","","","","MACAYA","BIBLY","L.","Hospital Director","With License","Level 3","150"
"DOH000000000006037","6037","MARY JOHNSTON HOSPITAL","","","","Hospital","Private","","","1221 JUAN NOLASCO STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","TONDO I / II","133901000","","","1012","+63 022454021","","+63 022450763","MARYJ@PHILONLINE.COM","","","DURAN","EVANGELINE","C.","Medical Director","With License","Level 3","120"
"DOH000000000006046","6046","NATIONAL CHILDREN’S HOSPITAL","","","","Hospital","Government","Department Of Health","","226 E. RODRIGUEZ SR. BOULEVARD","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","DAMAYANG LAGI","137404028","","+63 027240656","","","","","","SIMBUL","EPIFANIA","S.","Medical Director","With License","Level 3","250"
"DOH000000000006070","6070","SANTISSIMO ROSARIO GENERAL HOSPITAL","","","","Infirmary","Private","","","2 ESPIRITU STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","MARULAS","137504019","","+63 022916985","","+63 022772167","","","","SERAPIO","ANNA","S.","Medical Director","With License","",""
"DOH000000000006084","6084","TAGIG DOCTORS HOSPITAL","","","","Infirmary","Private","","","184 MANUEL L. QUEZON STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","TAGUIG CITY","137607000","BAGUMBAYAN","137607002","1630","+63 028370178","","+63 023770712","Tagigdoctors1990@yahoo.com","","","AQUINO","MARIO","TORTOZA","Medical Director","With License","","8"
"DOH000000000006092","6092","UP HEALTH SERVICES","UNIVERSITY HEALTH SERVICES","","","Hospital","Government","University Hospital","","J.P. LAUREL AVENUE CORNER APACIBLE & AGONCILLO STREET, UP CAMPUS","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","U.P. CAMPUS","137404124","","+63 029283608","","+63 029283608","","","","CATABUI","JESUSA","T.","Chief of Hospital","With License","Level 1","50"
"DOH000000000006097","6097","ARKONG BATO HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","E. GABRIEL STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","ARKONG BATO","137504001"," ","+63 022773748"," "," "," "," "," ","DELA CRUZ","HENEDINA"," "," ","","",""
"DOH000000000006100","6100","BAGONG BARRIO ZONE III HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","207 EAST BAGONG BARRIO, MALOLOS AVE."," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY 157","137501157"," "," "," "," "," "," "," ","BASA","RACHEL"," ","Rural Health Physician","","",""
"DOH000000000006101","6101","BAGONG SILANG PHASE I HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","BAGONG SILANG PHASE 1"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY 176","137501176"," "," "," "," "," "," "," ","LIWANAG","MARTIN"," ","Rural Health Physician","","",""
"DOH000000000006102","6102","BAGONG TANYAG HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","PUROK 4"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","TAGUIG CITY","137607000","TANYAG (BAGONG TANYAG)","137607001"," "," "," "," "," "," "," ","DELA CRUZ","MERLYN","GUARIN","Rural Health Physician","","",""
"DOH000000000006106","6106","BO. MAGSAYSAY HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","300 HERBOSA STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","TONDO I / II","133901000","BARANGAY  85","133901085"," ","+63 022568124"," "," "," "," "," ","GAN","ELOISA","MAGPANTAY","Rural Health Physician","","",""
"DOH000000000006108","6108","ONSE HEALTH CENTER","","","","Barangay Health Station","Government","Local Government Unit","","217 GENERAL SAN LUIS EXTENSION CORNER JOSE VILLA PANGANIBAN STREET","BARANGAY ONSE PUERICULTURE CENTER AND WOMENS CLUB","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF SAN JUAN","137405000","ONSE","137405011","1500","+63 027251202","","","","","","DE LARA","AGNES","DECENA","Rural Health Physician","Not Applicable","",""
"DOH000000000006109","6109","CAA-B HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","CORNER RECEIVER STREET/ TIMOG STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF LAS PI?AS","137601000","B. F. INTERNATIONAL VILLAGE","137601011"," ","+63 028297212"," "," "," "," "," ","SERAFICIO-GUMPAL","ELEENOR"," ","Rural Health Physician","","",""
"DOH000000000006113","6113","D. BELMONTE HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","1648 P. FLORENTINO STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","SAMPALOC","133906000","BARANGAY 478","133906084"," ","+63 027313632"," "," "," "," "," ","JIMENEZ-REGALADO","MARIA CARIZA"," ","Rural Health Physician","","",""
"DOH000000000006116","6116","DAPITAN HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","INSTRUCCION CORNER P. MARGAL STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","SAMPALOC","133906000","BARANGAY 502","133906108"," ","+63 027412078"," "," "," "," "," ","LAYA","JONATHAN"," ","Rural Health Physician","","",""
"DOH000000000006121","6121","JOSE VICENCIO HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","309 A. BAUTISTA STREET PUNTA"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","SANTA ANA","133914000","BARANGAY 894","133914087"," ","+63 025346807"," "," "," "," "," ","MEMPIN","MA. LENA"," ","Rural Health Physician","","",""
"DOH000000000006141","6141","SANTA CRUZ HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","1339 KAPITAN ATO"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000","SANTA CRUZ","137403024"," ","+63 026426723"," "," ","sta.cruzhealthcenter@yahoo.com"," "," ","YLARDE","FRANCISCO"," ","Rural Health Physician","","",""
"DOH000000000006146","6146","SINGKAMAS HEALTH CENTER","SINGKAMAS PUERICULTURE CENTER"," "," ","Rural Health Unit","Government","Local Government Unit"," ","3816 F. NAZARIO STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF MAKATI","137602000","SINGKAMAS","137602027"," ","+63 028953472"," "," "," "," "," ","CACERES","TERESITA","B.","Rural Health Physician","","",""
"DOH000000000006160","6160","WAWANG PULO HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","F. ANDAYA STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","WAWANG PULO","137504032"," "," "," "," "," "," "," ","RAYMUNDO","CONNIE"," "," ","","",""
"DOH000000000006428","6428","E. SANTOS HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","E. SANTOS STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000","PINAGBUHATAN","137403015"," "," "," "," "," "," "," ","YLARDE","FRANCISCO"," ","Rural Health Physician","","",""
"DOH000000000006429","6429","PINAGBUHATAN PUERICULTURE CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","P.CATTLEYA M.H. DEL PILAR STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000","PINAGBUHATAN","137403015"," "," "," "," ","mel_villaroman@yahoo.com"," "," ","VILLAROMAN","IMELDA"," ","Rural Health Physician","","",""
"DOH000000000006502","6502","NODADO GENERAL HOSPITAL","","","","Hospital","Private","","","CAPTAIN SAMANO STREET AREA A, CAMARIN","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY 175","137501175","","+63 029628021","","+63 029627991","","","","NODADO","SUSAN","UY","Chief of Hospital","With License","Level 1","40"
